item_name,item_id
ひび割れた深層岩タイル,cracked_deepslate_tiles
深層岩タイルの階段,deepslate_tile_stairs
深層岩タイルのハーフブロック,deepslate_tile_slab
深層岩タイルの塀,deepslate_tile_wall
強化された深層岩,reinforced_deepslate
レンガブロック,bricks
レンガの階段,brick_stairs
レンガのハーフブロック,brick_slab
レンガの塀,brick_wall
泥塊,packed_mud
泥レンガ,mud_bricks
泥レンガの階段,mud_brick_stairs
泥レンガのハーフブロック,mud_brick_slab
泥レンガの塀,mud_brick_wall
砂岩,sandstone
砂岩の階段,sandstone_stairs
砂岩のハーフブロック,sandstone_slab
砂岩の塀,sandstone_wall
模様入りの砂岩,chiseled_sandstone
滑らかな砂岩,smooth_sandstone
滑らかな砂岩の階段,smooth_sandstone_stairs
滑らかな砂岩のハーフブロック,smooth_sandstone_slab
研がれた砂岩,cut_sandstone
研がれた砂岩のハーフブロック,cut_sandstone_slab
赤い砂岩,red_sandstone
赤い砂岩の階段,red_sandstone_stairs
赤い砂岩のハーフブロック,red_sandstone_slab
赤い砂岩の塀,red_sandstone_wall
模様入りの赤い砂岩,chiseled_red_sandstone
滑らかな赤い砂岩,smooth_red_sandstone
滑らかな赤い砂岩の階段,smooth_red_sandstone_stairs
滑らかな赤い砂岩のハーフブロック,smooth_red_sandstone_slab
研がれた赤い砂岩,cut_red_sandstone
研がれた赤い砂岩のハーフブロック,cut_red_sandstone_slab
シーランタン,sea_lantern
プリズマリン,prismarine
プリズマリンの階段,prismarine_stairs
プリズマリンのハーフブロック,prismarine_slab
プリズマリンの塀,prismarine_wall
プリズマリンレンガ,prismarine_bricks
プリズマリンレンガの階段,prismarine_brick_stairs
プリズマリンレンガのハーフブロック,prismarine_brick_slab
ダークプリズマリン,dark_prismarine
ダークプリズマリンの階段,dark_prismarine_stairs
ダークプリズマリンのハーフブロック,dark_prismarine_slab
ネザーラック,netherrack
ネザーレンガブロック,nether_bricks
ひび割れたネザーレンガ,cracked_nether_bricks
ネザーレンガの階段,nether_brick_stairs
ネザーレンガのハーフブロック,nether_brick_slab
ネザーレンガの塀,nether_brick_wall
ネザーレンガのフェンス,nether_brick_fence
模様入りのネザーレンガ,chiseled_nether_bricks
赤いネザーレンガ,red_nether_bricks
赤いネザーレンガの階段,red_nether_brick_stairs
赤いネザーレンガのハーフブロック,red_nether_brick_slab
赤いネザーレンガの塀,red_nether_brick_wall
玄武岩,basalt
滑らかな玄武岩,smooth_basalt
磨かれた玄武岩,polished_basalt
ブラックストーン,blackstone
きらめくブラックストーン,gilded_blackstone
ブラックストーンの階段,blackstone_stairs
ブラックストーンの塀,blackstone_wall
ブラックストーンのハーフブロック,blackstone_slab
模様入りの磨かれたブラックストーン,chiseled_polished_blackstone
磨かれたブラックストーン,polished_blackstone
磨かれたブラックストーンの階段,polished_blackstone_stairs
磨かれたブラックストーンのハーフブロック,polished_blackstone_slab
磨かれたブラックストーンの塀,polished_blackstone_wall
磨かれたブラックストーンの感圧板,polished_blackstone_pressure_plate
磨かれたブラックストーンのボタン,polished_blackstone_button
磨かれたブラックストーンレンガ,polished_blackstone_bricks
ひび割れたブラックストーンレンガ,cracked_polished_blackstone_bricks
磨かれたブラックストーンレンガの階段,polished_blackstone_brick_stairs
磨かれたブラックストーンレンガのハーフブロック,polished_blackstone_brick_slab
磨かれたブラックストーンレンガの塀,polished_blackstone_brick_wall
エンドストーン,end_stone
エンドストーンレンガ,end_stone_bricks
エンドストーンレンガの階段,end_stone_brick_stairs
エンドストーンレンガのハーフブロック,end_stone_brick_slab
エンドストーンレンガの塀,end_stone_brick_wall
プルプァブロック,purpur_block
プルプァの柱,purpur_pillar
プルプァの階段,purpur_stairs
プルプァのハーフブロック,purpur_slab
石炭ブロック,coal_block
鉄ブロック,iron_block
鉄格子,iron_bars
鉄のドア,iron_door
鉄のトラップドア,iron_trapdoor
重量用感圧板,heavy_weighted_pressure_plate
鎖,chain
金ブロック,gold_block
軽量用感圧板,light_weighted_pressure_plate
レッドストーンブロック,redstone_block
エメラルドブロック,emerald_block
ラピスラズリブロック,lapis_block
ダイヤモンドブロック,diamond_block
ネザライトブロック,netherite_block
クォーツブロック,quartz_block
クォーツの階段,quartz_stairs
クォーツのハーフブロック,quartz_slab
模様入りのクォーツブロック,chiseled_quartz_block
クォーツレンガ,quartz_bricks
クォーツの柱,quartz_pillar
滑らかなクォーツブロック,smooth_quartz
滑らかなクォーツの階段,smooth_quartz_stairs
滑らかなクォーツのハーフブロック,smooth_quartz_slab
アメジストブロック,amethyst_block
銅ブロック,copper_block
切り込み入りの銅,cut_copper
切り込み入りの銅の階段,cut_copper_stairs
切り込み入りの銅のハーフブロック,cut_copper_slab
風化した銅,exposed_copper
風化した切り込み入りの銅,exposed_cut_copper
風化した切り込み入りの銅の階段,exposed_cut_copper_stairs
風化した切り込み入りの銅のハーフブロック,exposed_cut_copper_slab
錆びた銅,weathered_copper
錆びた切り込み入りの銅,weathered_cut_copper
錆びた切り込み入りの銅の階段,weathered_cut_copper_stairs
錆びた切り込み入りの銅のハーフブロック,weathered_cut_copper_slab
酸化した銅,oxidized_copper
酸化した切り込み入りの銅,oxidized_cut_copper
酸化した切り込み入りの銅の階段,oxidized_cut_copper_stairs
酸化した切り込み入りの銅のハーフブロック,oxidized_cut_copper_slab
錆止めされた銅ブロック,waxed_copper_block
錆止めされた切り込み入りの銅,waxed_cut_copper
錆止めされた切り込み入りの銅の階段,waxed_cut_copper_stairs
錆止めされた切り込み入りの銅のハーフブロック,waxed_cut_copper_slab
錆止めされた風化した銅,waxed_exposed_copper
錆止めされた風化した切り込み入りの銅,waxed_exposed_cut_copper
錆止めされた風化した切り込み入りの銅の階段,waxed_exposed_cut_copper_stairs
錆止めされた風化した切り込み入りの銅のハーフブロック,waxed_exposed_cut_copper_slab
錆止めされた錆びた銅,waxed_weathered_copper
錆止めされた錆びた切り込み入りの銅,waxed_weathered_cut_copper
錆止めされた錆びた切り込み入りの銅の階段,waxed_weathered_cut_copper_stairs
錆止めされた錆びた切り込み入りの銅のハーフブロック,waxed_weathered_cut_copper_slab
錆止めされた酸化した銅,waxed_oxidized_copper
錆止めされた酸化した切り込み入りの銅,waxed_oxidized_cut_copper
錆止めされた酸化した切り込み入りの銅の階段,waxed_oxidized_cut_copper_stairs
錆止めされた酸化した切り込み入りの銅のハーフブロック,waxed_oxidized_cut_copper_slab
白色の羊毛,white_wool
薄灰色の羊毛,light_gray_wool
灰色の羊毛,gray_wool
黒色の羊毛,black_wool
茶色の羊毛,brown_wool
赤色の羊毛,red_wool
橙色の羊毛,orange_wool
黄色の羊毛,yellow_wool
黄緑色の羊毛,lime_wool
緑色の羊毛,green_wool
青緑色の羊毛,cyan_wool
空色の羊毛,light_blue_wool
青色の羊毛,blue_wool
紫色の羊毛,purple_wool
赤紫色の羊毛,magenta_wool
桃色の羊毛,pink_wool
白色のカーペット,white_carpet
薄灰色のカーペット,light_gray_carpet
灰色のカーペット,gray_carpet
黒色のカーペット,black_carpet
茶色のカーペット,brown_carpet
赤色のカーペット,red_carpet
橙色のカーペット,orange_carpet
黄色のカーペット,yellow_carpet
黄緑色のカーペット,lime_carpet
緑色のカーペット,green_carpet
青緑色のカーペット,cyan_carpet
空色のカーペット,light_blue_carpet
青色のカーペット,blue_carpet
紫色のカーペット,purple_carpet
赤紫色のカーペット,magenta_carpet
桃色のカーペット,pink_carpet
テラコッタ,terracotta
白色のテラコッタ,white_terracotta
薄灰色のテラコッタ,light_gray_terracotta
灰色のテラコッタ,gray_terracotta
黒色のテラコッタ,black_terracotta
茶色のテラコッタ,brown_terracotta
赤色のテラコッタ,red_terracotta
橙色のテラコッタ,orange_terracotta
黄色のテラコッタ,yellow_terracotta
黄緑色のテラコッタ,lime_terracotta
緑色のテラコッタ,green_terracotta
青緑色のテラコッタ,cyan_terracotta
空色のテラコッタ,light_blue_terracotta
青色のテラコッタ,blue_terracotta
紫色のテラコッタ,purple_terracotta
赤紫色のテラコッタ,magenta_terracotta
桃色のテラコッタ,pink_terracotta
白色のコンクリート,white_concrete
薄灰色のコンクリート,light_gray_concrete
灰色のコンクリート,gray_concrete
黒色のコンクリート,black_concrete
茶色のコンクリート,brown_concrete
赤色のコンクリート,red_concrete
橙色のコンクリート,orange_concrete
黄色のコンクリート,yellow_concrete
黄緑色のコンクリート,lime_concrete
緑色のコンクリート,green_concrete
青緑色のコンクリート,cyan_concrete
空色のコンクリート,light_blue_concrete
青色のコンクリート,blue_concrete
紫色のコンクリート,purple_concrete
赤紫色のコンクリート,magenta_concrete
桃色のコンクリート,pink_concrete
白色のコンクリートパウダー,white_concrete_powder
薄灰色のコンクリートパウダー,light_gray_concrete_powder
灰色のコンクリートパウダー,gray_concrete_powder
黒色のコンクリートパウダー,black_concrete_powder
茶色のコンクリートパウダー,brown_concrete_powder
赤色のコンクリートパウダー,red_concrete_powder
橙色のコンクリートパウダー,orange_concrete_powder
黄色のコンクリートパウダー,yellow_concrete_powder
黄緑色のコンクリートパウダー,lime_concrete_powder
緑色のコンクリートパウダー,green_concrete_powder
青緑色のコンクリートパウダー,cyan_concrete_powder
空色のコンクリートパウダー,light_blue_concrete_powder
青色のコンクリートパウダー,blue_concrete_powder
紫色のコンクリートパウダー,purple_concrete_powder
赤紫色のコンクリートパウダー,magenta_concrete_powder
桃色のコンクリートパウダー,pink_concrete_powder
白色の彩釉テラコッタ,white_glazed_terracotta
薄灰色の彩釉テラコッタ,light_gray_glazed_terracotta
灰色の彩釉テラコッタ,gray_glazed_terracotta
黒色の彩釉テラコッタ,black_glazed_terracotta
茶色の彩釉テラコッタ,brown_glazed_terracotta
赤色の彩釉テラコッタ,red_glazed_terracotta
橙色の彩釉テラコッタ,orange_glazed_terracotta
黄色の彩釉テラコッタ,yellow_glazed_terracotta
黄緑色の彩釉テラコッタ,lime_glazed_terracotta
緑色の彩釉テラコッタ,green_glazed_terracotta
青緑色の彩釉テラコッタ,cyan_glazed_terracotta
空色の彩釉テラコッタ,light_blue_glazed_terracotta
青色の彩釉テラコッタ,blue_glazed_terracotta
紫色の彩釉テラコッタ,purple_glazed_terracotta
赤紫色の彩釉テラコッタ,magenta_glazed_terracotta
桃色の彩釉テラコッタ,pink_glazed_terracotta
ガラス,glass
遮光ガラス,tinted_glass
白色の色付きガラス,white_stained_glass
薄灰色の色付きガラス,light_gray_stained_glass
灰色の色付きガラス,gray_stained_glass
黒色の色付きガラス,black_stained_glass
茶色の色付きガラス,brown_stained_glass
赤色の色付きガラス,red_stained_glass
橙色の色付きガラス,orange_stained_glass
黄色の色付きガラス,yellow_stained_glass
黄緑色の色付きガラス,lime_stained_glass
緑色の色付きガラス,green_stained_glass
青緑色の色付きガラス,cyan_stained_glass
空色の色付きガラス,light_blue_stained_glass
青色の色付きガラス,blue_stained_glass
紫色の色付きガラス,purple_stained_glass
赤紫色の色付きガラス,magenta_stained_glass
桃色の色付きガラス,pink_stained_glass
ガラス板,glass_pane
白色の色付きガラス板,white_stained_glass_pane
薄灰色の色付きガラス板,light_gray_stained_glass_pane
灰色の色付きガラス板,gray_stained_glass_pane
黒色の色付きガラス板,black_stained_glass_pane
茶色の色付きガラス板,brown_stained_glass_pane
赤色の色付きガラス板,red_stained_glass_pane
橙色の色付きガラス板,orange_stained_glass_pane
黄色の色付きガラス板,yellow_stained_glass_pane
黄緑色の色付きガラス板,lime_stained_glass_pane
緑色の色付きガラス板,green_stained_glass_pane
青緑色の色付きガラス板,cyan_stained_glass_pane
空色の色付きガラス板,light_blue_stained_glass_pane
青色の色付きガラス板,blue_stained_glass_pane
紫色の色付きガラス板,purple_stained_glass_pane
赤紫色の色付きガラス板,magenta_stained_glass_pane
桃色の色付きガラス板,pink_stained_glass_pane
シュルカーボックス,shulker_box
白色のシュルカーボックス,white_shulker_box
薄灰色のシュルカーボックス,light_gray_shulker_box
灰色のシュルカーボックス,gray_shulker_box
黒色のシュルカーボックス,black_shulker_box
茶色のシュルカーボックス,brown_shulker_box
赤色のシュルカーボックス,red_shulker_box
橙色のシュルカーボックス,orange_shulker_box
黄色のシュルカーボックス,yellow_shulker_box
黄緑色のシュルカーボックス,lime_shulker_box
緑色のシュルカーボックス,green_shulker_box
青緑色のシュルカーボックス,cyan_shulker_box
空色のシュルカーボックス,light_blue_shulker_box
青色のシュルカーボックス,blue_shulker_box
紫色のシュルカーボックス,purple_shulker_box
赤紫色のシュルカーボックス,magenta_shulker_box
桃色のシュルカーボックス,pink_shulker_box
白色のベッド,white_bed
薄灰色のベッド,light_gray_bed
灰色のベッド,gray_bed
黒色のベッド,black_bed
茶色のベッド,brown_bed
赤色のベッド,red_bed
橙色のベッド,orange_bed
黄色のベッド,yellow_bed
黄緑色のベッド,lime_bed
緑色のベッド,green_bed
青緑色のベッド,cyan_bed
空色のベッド,light_blue_bed
青色のベッド,blue_bed
紫色のベッド,purple_bed
赤紫色のベッド,magenta_bed
桃色のベッド,pink_bed
ろうそく,candle
白色のろうそく,white_candle
薄灰色のろうそく,light_gray_candle
灰色のろうそく,gray_candle
黒色のろうそく,black_candle
茶色のろうそく,brown_candle
赤色のろうそく,red_candle
橙色のろうそく,orange_candle
黄色のろうそく,yellow_candle
黄緑色のろうそく,lime_candle
緑色のろうそく,green_candle
青緑色のろうそく,cyan_candle
空色のろうそく,light_blue_candle
青色のろうそく,blue_candle
紫色のろうそく,purple_candle
赤紫色のろうそく,magenta_candle
桃色のろうそく,pink_candle
白色の旗,white_banner
薄灰色の旗,light_gray_banner
灰色の旗,gray_banner
黒色の旗,black_banner
茶色の旗,brown_banner
赤色の旗,red_banner
橙色の旗,orange_banner
黄色の旗,yellow_banner
黄緑色の旗,lime_banner
緑色の旗,green_banner
青緑色の旗,cyan_banner
空色の旗,light_blue_banner
青色の旗,blue_banner
紫色の旗,purple_banner
赤紫色の旗,magenta_banner
桃色の旗,pink_banner
草ブロック,grass_block
ポドゾル,podzol
菌糸,mycelium
土の道,dirt_path
土,dirt
粗い土,coarse_dirt
根付いた土,rooted_dirt
耕地,farmland
泥,mud
粘土,clay
砂利,gravel
砂,sand
赤い砂,red_sand
氷,ice
氷塊,packed_ice
青氷,blue_ice
雪ブロック,snow_block
雪,snow
苔ブロック,moss_block
苔のカーペット,moss_carpet
方解石,calcite
凝灰岩,tuff
鍾乳石ブロック,dripstone_block
鍾乳石,pointed_dripstone
マグマブロック,magma_block
黒曜石,obsidian
泣く黒曜石,crying_obsidian
真紅のナイリウム,crimson_nylium
歪んだナイリウム,warped_nylium
ソウルサンド,soul_sand
ソウルソイル,soul_soil
骨ブロック,bone_block
石炭鉱石,coal_ore
深層石炭鉱石,deepslate_coal_ore
鉄鉱石,iron_ore
深層鉄鉱石,deepslate_iron_ore
銅鉱石,copper_ore
深層銅鉱石,deepslate_copper_ore
金鉱石,gold_ore
深層金鉱石,deepslate_gold_ore
レッドストーン鉱石,redstone_ore
深層レッドストーン鉱石,deepslate_redstone_ore
エメラルド鉱石,emerald_ore
深層エメラルド鉱石,deepslate_emerald_ore
ラピスラズリ鉱石,lapis_ore
深層ラピスラズリ鉱石,deepslate_lapis_ore
ダイヤモンド鉱石,diamond_ore
深層ダイヤモンド鉱石,deepslate_diamond_ore
ネザー金鉱石,nether_gold_ore
ネザークォーツ鉱石,nether_quartz_ore
古代の残骸,ancient_debris
鉄の原石ブロック,raw_iron_block
銅の原石ブロック,raw_copper_block
金の原石ブロック,raw_gold_block
グロウストーン,glowstone
芽生えたアメジスト,budding_amethyst
小さなアメジストの芽,small_amethyst_bud
中くらいのアメジストの芽,medium_amethyst_bud
大きなアメジストの芽,large_amethyst_bud
アメジストの塊,amethyst_cluster
キノコの柄,mushroom_stem
オークの葉,oak_leaves
トウヒの葉,spruce_leaves
シラカバの葉,birch_leaves
ジャングルの葉,jungle_leaves
アカシアの葉,acacia_leaves
ダークオークの葉,dark_oak_leaves
マングローブの葉,mangrove_leaves
マングローブの根,mangrove_roots
泥だらけのマングローブの根,muddy_mangrove_roots
サクラの葉,cherry_leaves
ツツジの葉,azalea_leaves
開花したツツジの葉,flowering_azalea_leaves
茶色のキノコブロック,brown_mushroom_block
赤色のキノコブロック,red_mushroom_block
ネザーウォートブロック,nether_wart_block
歪んだウォートブロック,warped_wart_block
シュルームライト,shroomlight
オークの苗木,oak_sapling
トウヒの苗木,spruce_sapling
シラカバの苗木,birch_sapling
ジャングルの苗木,jungle_sapling
アカシアの苗木,acacia_sapling
ダークオークの苗木,dark_oak_sapling
マングローブの芽,mangrove_propagule
サクラの苗木,cherry_sapling
ツツジ,azalea
開花したツツジ,flowering_azalea
茶色のキノコ,brown_mushroom
赤色のキノコ,red_mushroom
真紅のキノコ,crimson_fungus
歪んだキノコ,warped_fungus
草,grass
シダ,fern
枯れ木,dead_bush
タンポポ,dandelion
ポピー,poppy
ヒスイラン,blue_orchid
アリウム,allium
ヒナソウ,azure_bluet
赤色のチューリップ,red_tulip
橙色のチューリップ,orange_tulip
白色のチューリップ,white_tulip
桃色のチューリップ,pink_tulip
フランスギク,oxeye_daisy
ヤグルマギク,cornflower
スズラン,lily_of_the_valley
トーチフラワー,torchflower
桜色の花びら,pink_petals
胞子の花,spore_blossom
竹,bamboo
サトウキビ,sugar_cane
サボテン,cactus
ウィザーローズ,wither_rose
真紅の根,crimson_roots
歪んだ根,warped_roots
ネザースプラウト,nether_sprouts
しだれツタ,weeping_vines
ねじれツタ,twisting_vines
ツタ,vine
背の高い草,tall_grass
大きなシダ,large_fern
ヒマワリ,sunflower
ライラック,lilac
バラの低木,rose_bush
ボタン,peony
ウツボカズラ,pitcher_plant
大きなドリップリーフ,big_dripleaf
小さなドリップリーフ,small_dripleaf
コーラスプラント,chorus_plant
コーラスフラワー,chorus_flower
ヒカリゴケ,glow_lichen
垂れ根,hanging_roots
カエルの卵,frogspawn
カメの卵,turtle_egg
スニッファーの卵,sniffer_egg
小麦の種,wheat_seeds
カカオ豆,cocoa_beans
カボチャの種,pumpkin_seeds
スイカの種,melon_seeds
ビートルートの種,beetroot_seeds
トーチフラワーの種,torchflower_seeds
ウツボカズラのさや,pitcher_pod
グロウベリー,glow_berries
スイートベリー,sweet_berries
ネザーウォート,nether_wart
スイレンの葉,lily_pad
海草,seagrass
シーピクルス,sea_pickle
コンブ,kelp
乾燥した昆布ブロック,dried_kelp_block
クダサンゴブロック,tube_coral_block
ノウサンゴブロック,brain_coral_block
ミズタマサンゴブロック,bubble_coral_block
ミレポラサンゴブロック,fire_coral_block
シカツノサンゴブロック,horn_coral_block
死んだクダサンゴブロック,dead_tube_coral_block
死んだノウサンゴブロック,dead_brain_coral_block
死んだミズタマサンゴブロック,dead_bubble_coral_block
死んだミレポラサンゴブロック,dead_fire_coral_block
死んだシカツノサンゴブロック,dead_horn_coral_block
クダサンゴ,tube_coral
ノウサンゴ,brain_coral
ミズタマサンゴ,bubble_coral
ミレポラサンゴ,fire_coral
シカツノサンゴ,horn_coral
死んだノウサンゴ,dead_brain_coral
死んだミズタマサンゴ,dead_bubble_coral
死んだミレポラサンゴ,dead_fire_coral
死んだシカツノサンゴ,dead_horn_coral
死んだクダサンゴ,dead_tube_coral
クダウチワサンゴ,tube_coral_fan
ノウウチワサンゴ,brain_coral_fan
ミズタマウチワサンゴ,bubble_coral_fan
ミレポラウチワサンゴ,fire_coral_fan
シカツノウチワサンゴ,horn_coral_fan
死んだクダウチワサンゴ,dead_tube_coral_fan
死んだノウウチワサンゴ,dead_brain_coral_fan
死んだミズタマウチワサンゴ,dead_bubble_coral_fan
死んだミレポラウチワサンゴ,dead_fire_coral_fan
死んだシカツノウチワサンゴ,dead_horn_coral_fan
スポンジ,sponge
濡れたスポンジ,wet_sponge
スイカ,melon
カボチャ,pumpkin
くり抜かれたカボチャ,carved_pumpkin
ジャック・オ・ランタン,jack_o_lantern
干草の俵,hay_block
ミツバチの巣,bee_nest
ハニカムブロック,honeycomb_block
スライムブロック,slime_block
ハチミツブロック,honey_block
黄土色のフロッグライト,ochre_froglight
新緑色のフロッグライト,verdant_froglight
